鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中壢區,房地(土地+建物),桃園市中壢區漢口街61~90號,28.4,住,,,1090315,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700530,82.72,5,0,5,有,無,3400000,41103,,0.0,0,,RPURMLMLMHPFFBH56CA
中壢區,車位,桃園市中壢區松義三街211~240號,0.11,商,,,1090326,土地0建物0車位1,一層,十八層,其他,見其他登記事項,鋼筋混凝土造,1050125,32.37,0,0,0,有,有,500000,,坡道平面,32.37,500000,,RPSOMLNLMHPFFBH78CA
觀音區,房地(土地+建物),桃園市觀音區文林路265巷51弄91~120號,128.22,,特定農業區,甲種建築用地,1090117,土地9建物2車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1081227,205.37,4,2,5,有,無,8800000,42849,,0.0,0,,RPXOMLNLMHPFFBH66CA
觀音區,房地(土地+建物),桃園市觀音區文林路265巷51弄1~30號,113.45,,特定農業區,甲種建築用地,1090118,土地9建物2車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1081227,174.64,3,2,3,有,無,7400000,42373,,0.0,0,,RPPPMLNLMHPFFBH58CA
中壢區,土地,忠福段2701~2730地號,453.17,農,,,1090320,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19180000,42324,,0.0,0,,RPOOMLNLMHPFFBH38CA
中壢區,房地(土地+建物)+車位,桃園市中壢區金山街23巷1~30號,15.27,住,,,1090227,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900402,134.5,3,2,2,有,無,5800000,43123,坡道平面,0.0,0,,RPROMLOLMHPFFBH78CA
觀音區,房地(土地+建物)+車位,桃園市觀音區九如街241~270號,27.91,住,,,1090229,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081030,126.76,2,2,2,有,無,7800000,67568,坡道平面,29.08,1200000,,RPWRMLRLMHPFFBH27CA
中壢區,房地(土地+建物)+車位,桃園市中壢區青埔六街241~270號,47.5,住,,,1090228,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1040918,178.57999999999998,3,2,2,有,有,15800000,88476,坡道平面,0.0,0,,RPTPMLSLMHPFFBH86CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路271~300號,14.22,商,,,1080908,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081114,121.33,3,1,1,有,有,9750000,92922,坡道平面,34.16,1650000,,RPTQMLTLMHPFFBH07CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路271~300號,15.14,商,,,1070916,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081114,130.29,3,1,1,有,有,10800000,96744,坡道平面,34.16,1500000,,RPUQMLTLMHPFFBH17CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路271~300號,14.22,商,,,1080820,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081114,121.11,3,1,1,有,有,10110000,97872,坡道平面,34.16,1600000,,RPVQMLTLMHPFFBH27CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路271~300號,11.47,商,,,1080820,土地1建物1車位1,九層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1081114,82.15,1,1,1,有,有,7590000,101307,坡道機械,17.1,1000000,,SPVQMLTLMHPFFBH37CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路271~300號,15.14,商,,,1080820,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081114,130.29,3,1,1,有,有,11050000,98304,坡道平面,34.16,1600000,,TPVQMLTLMHPFFBH47CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路271~300號,11.01,商,,,1070610,土地1建物1車位1,六層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1081114,79.05,1,1,1,有,有,6800000,93624,坡道機械,17.1,1000000,,RPWQMLTLMHPFFBH37CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路241~270號,18.81,商,,,1070626,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081114,149.38,3,1,2,有,有,11760000,88613,坡道平面,34.16,1550000,,RPORMLTLMHPFFBH66CA
中壢區,房地(土地+建物),桃園市中壢區莊敬路811巷1~30號,20.57,住,,,1090301,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830205,102.63999999999999,3,2,2,有,有,4570000,44525,,0.0,0,,RPTOMLTLMHPFFBH86CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路241~270號,19.27,商,,,1080216,土地1建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081114,172.17000000000002,3,1,2,有,有,12950000,87232,坡道平面,56.96,2900000,,RPRRMLTLMHPFFBH96CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路271~300號,8.72,商,,,1090222,土地1建物1車位1,十五層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1081114,66.72,1,0,1,有,有,5760000,95929,坡道機械,17.1,1000000,,RPTRMLTLMHPFFBH17CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路271~300號,8.72,商,,,1070902,土地1建物1車位1,十三層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1081114,66.66,1,0,1,有,有,6160000,104116,坡道機械,17.1,1000000,,RPVRMLTLMHPFFBH37CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路271~300號,7.8,商,,,1080713,土地1建物1車位1,九層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1081114,61.42,1,0,1,有,有,5400000,99278,坡道機械,17.1,1000000,,RPWRMLTLMHPFFBH47CA
中壢區,房地(土地+建物),桃園市中壢區春德路271~300號,8.26,商,,,1080913,土地1建物1車位0,二層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1081114,49.620000000000005,1,0,1,有,有,4840000,97541,,0.0,0,,RPPSMLTLMHPFFBH86CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路271~300號,8.72,商,,,1070902,土地1建物1車位1,十三層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1081114,66.72,1,0,1,有,有,6160000,103990,坡道機械,17.1,1000000,,RPTSMLTLMHPFFBH27CA
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路271~300號,8.72,商,,,1071110,土地1建物1車位1,八層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1081114,66.72,1,0,1,有,有,5550000,95728,坡道機械,17.1,800000,,RPUSMLTLMHPFFBH37CA
