鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,縣市
左營區,房地(土地+建物)+車位,高雄市左營區重愛路1~30號,11.68,住,,,1090316,土地1建物1車位1,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850921.0,139.14999999999998,3,2,2,有,有,6500000,46712.0,坡道平面,0.0,0,,RPXNMLLJNHPFFEE88CA,高雄市
左營區,房地(土地+建物)+車位,高雄市左營區辛亥路241~270號,17.83,其他,,,1090403,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011105.0,274.21000000000004,4,2,2,有,有,16580000,60465.0,坡道平面,25.36,0,,RPOOMLLJNHPFFEE08CA,高雄市
岡山區,房地(土地+建物)+車位,高雄市岡山區壽華路31~60號,20.75,住,,,1090314,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830522.0,125.4,3,2,2,有,有,4920000,39234.0,坡道平面,0.0,0,,RPROMLNLMHPFFFE78CA,高雄市
鳳山區,房地(土地+建物),高雄市鳳山區經武路241~270號,19.33,住,,,1081208,土地2建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830112.0,143.07,4,2,2,有,有,5200000,36346.0,,0.0,0,,RPVOMLKMMHPFFGE09CA,高雄市
鳳山區,房地(土地+建物),高雄市鳳山區文衡路391~420號,8.21,住,,,1090407,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860627.0,70.37,2,1,1,有,有,3580000,50874.0,,0.0,0,,RPPNMLLLMHPFFGE68CD,高雄市
大寮區,房地(土地+建物),高雄市大寮區大智街15巷1~30號,14.96,住,,,1090320,土地4建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830803.0,121.73,3,2,2,有,有,3100000,25466.0,,0.0,0,,RPPNMLPJNHPFFLE56CA,高雄市
鳥松區,房地(土地+建物),高雄市鳥松區松埔北巷1~30號,19.02,,鄉村區,乙種建築用地,1090307,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840915.0,91.68,3,2,2,有,有,2610000,28469.0,,0.0,0,,RPQNMLPKNHPFFIE09CA,高雄市
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路1~30號,18.74,住,,,1090331,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031128.0,257.94,3,2,2,有,有,16300000,63193.0,坡道平面,19.55,0,,RPSOMLLKNHPFFEE58CA,高雄市
左營區,房地(土地+建物)+車位,高雄市左營區榮耀街31~60號,15.01,住,,,1090410,土地1建物1車位1,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,880703.0,195.41,4,2,2,有,有,5450000,27890.0,坡道平面,24.54,0,親友、員工或其他特殊關係間之交易。;,RPVNMLOJNHPFFEE98CA,高雄市
左營區,房地(土地+建物)+車位,高雄市左營區文川路361~390號,21.88,商,,,1090314,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010530.0,256.41,4,2,2,有,有,18500000,72150.0,坡道平面,36.49,0,,RPXPMLTLMHPFFEE37CA,高雄市
左營區,房地(土地+建物),高雄市左營區華夏路1771~1800號,13.21,住,,,1090308,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920114.0,97.07,2,2,1,有,有,4450000,45843.0,,0.0,0,,RPWPMLSLMHPFFEE17CA,高雄市
左營區,房地(土地+建物)+車位,高雄市左營區大中二路241~270號,10.5,住,,,1090406,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960112.0,92.5,2,2,1,有,有,4150000,44865.0,坡道機械,0.0,0,,RPSPMLSLMHPFFEE76CA,高雄市
左營區,房地(土地+建物)+車位,高雄市左營區孟子路451~480號,10.41,住,,,1090323,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861024.0,125.65,3,2,2,有,有,2700000,21488.0,坡道平面,12.45,0,親友、員工或其他特殊關係間之交易。;,RPROMLSLMHPFFEE56CA,高雄市
三民區,房地(土地+建物),高雄市三民區大昌二路91~120號,7.23,商,,,1090319,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940613.0,83.75,2,2,1,有,有,4000000,47761.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLKMMHPFFDE48CA,高雄市
三民區,房地(土地+建物)+車位,高雄市三民區鼎力路61~90號,12.55,商,,,1090324,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870507.0,142.81,4,2,2,有,有,6800000,47616.0,坡道平面,0.0,0,含增建或未登記建物。;含家電,RPPOMLRLMHPFFDE78CA,高雄市
三民區,房地(土地+建物)+車位,高雄市三民區鼎信街31~60號,19.81,住,,,1090328,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881028.0,154.75,3,2,2,有,有,5920000,38255.0,坡道平面,20.13,0,,RPXNMLOLMHPFFDE56CA,高雄市
前鎮區,房地(土地+建物)+車位,高雄市前鎮區嘉陵街1~30號,12.02,住,,,1090308,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931110.0,90.21,2,1,1,有,有,5300000,58752.0,坡道機械,0.0,0,含增建或未登記建物。;,RPWNMLNKNHPFFCE88CA,高雄市
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路151~180號,27.37,住,,,1090406,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030714.0,214.7,4,2,2,有,有,12000000,55892.0,坡道平面,35.55,0,,RPQNMLTKNHPFFCE88CA,高雄市
苓雅區,房地(土地+建物),高雄市苓雅區德安街7巷1~30號,27.57,住,,,1090409,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860630.0,196.35,4,2,2,有,有,8320000,42373.0,,0.0,0,,RPSNMLSKNHPFFBE88CA,高雄市
苓雅區,房地(土地+建物)+車位,高雄市苓雅區和平二路331~360號,21.12,住,,,1090322,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040918.0,156.94,3,2,2,有,有,10300000,65630.0,坡道平面,0.0,0,附電傢俱,RPXNMLOJNHPFFBE88CA,高雄市
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路211~240號,9.66,商,,,1090411,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951030.0,92.21,2,1,1,有,有,6080000,65501.0,坡道機械,7.02,500000,,RPQNMLRJNHPFFAE38CA,高雄市
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路241~270號,21.49,住,,,1090321,土地1建物1車位1,十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040611.0,254.35,4,2,2,有,有,14200000,55829.0,坡道平面,0.0,0,,RPUOMLNKNHPFFAE58CA,高雄市
鼓山區,房地(土地+建物),高雄市鼓山區大順一路617巷1~30號,14.88,住,,,1090328,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,901224.0,114.6,3,2,2,有,有,6150000,53665.0,,0.0,0,含增建或未登記建物。,RPQNMLPLMHPFFAE28CA,高雄市
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1081~1110號,10.97,商,,,1090226,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931216.0,113.81,3,2,2,有,有,6300000,55355.0,坡道機械,6.39,0,親友、員工或其他特殊關係間之交易。;,RPVNMLRLMHPFFAE98CA,高雄市
前金區,房地(土地+建物),高雄市前金區允文街31~60號,3.91,商,,,1090330,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940624.0,50.73,1,1,1,有,有,3000000,59137.0,,0.0,0,,RPWOMLTLMHPFFAE76CA,高雄市
鼓山區,房地(土地+建物)+車位,高雄市鼓山區南屏路841~870號,12.26,商,,,1090325,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951205.0,149.53,3,2,1,有,有,11000000,73564.0,坡道平面,0.0,0,,RPQNMLLKNHPFFAE87CA,高雄市
新興區,房地(土地+建物),高雄市新興區七賢一路211~240號,6.35,商,,,1090327,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830302.0,82.19999999999997,1,2,1,有,有,3700000,45012.0,,0.0,0,,RPXOMLSLMHPFFBE86CA,高雄市
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路451~480號,6.09,商,,,1090324,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980325.0,63.09,1,1,1,有,有,3600000,57061.0,,0.0,0,,RPXNMLSKNHPFFAE66CA,高雄市
新興區,房地(土地+建物),高雄市新興區中正四路61~90號,2.93,商,,,1090325,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890304.0,33.22,1,0,1,有,無,1766000,53161.0,,0.0,0,,RPVNMLPKNHPFFBE88CA,高雄市
前鎮區,房地(土地+建物),高雄市前鎮區沱江街121~150號,3.95,住,,,1090328,土地2建物1車位0,十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860527.0,81.52,2,2,1,有,有,4000000,49068.0,,0.0,0,,RPQOMLSLMHPFFCE88CA,高雄市
前鎮區,房地(土地+建物),高雄市前鎮區成功二路1~30號,21.09,住,,,1090325,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890802.0,154.11,3,2,2,有,有,7230000,46915.0,,0.0,0,,RPSOMLSLMHPFFCE09CA,高雄市
前鎮區,房地(土地+建物)+車位,高雄市前鎮區一心二路61~90號,19.21,商,,,1090320,土地2建物1車位1,二十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871123.0,237.53,4,2,2,有,有,13350000,56203.0,坡道平面,31.55,0,,RPXOMLSLMHPFFCE96CA,高雄市
三民區,房地(土地+建物),高雄市三民區大順二路631~660號,8.85,住,,,1090321,土地1建物1車位0,四層，電梯樓梯間,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850325.0,87.56,3,2,3,有,有,4480000,51165.0,,0.0,0,有裝潢,RPPNMLRJNHPFFDE58CA,高雄市
三民區,房地(土地+建物)+車位,高雄市三民區覺民路196巷1~30號,12.58,商,,,1090319,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940309.0,140.32,4,2,2,有,有,6800000,48461.0,坡道機械,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLSKNHPFFDE66CA,高雄市
左營區,房地(土地+建物)+車位,高雄市左營區孟子路601~630號,27.28,住,,,1090223,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001003.0,216.73,4,2,2,有,有,13000000,59982.0,坡道平面,16.22,0,,RPXNMLOKNHPFFEE66CA,高雄市
楠梓區,房地(土地+建物),高雄市楠梓區藍田里藍田路601~630號,8.57,商,,,1090224,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991221.0,73.73,2,2,1,有,有,3600000,48827.0,,0.0,0,,RPOQMLOKNHPFFEE68CA,高雄市
楠梓區,房地(土地+建物)+車位,高雄市楠梓區土庫三路251巷1~30號,17.41,住,,,1090321,土地2建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010817.0,157.86,2,2,3,有,有,6350000,40226.0,坡道平面,25.64,0,,RPPQMLSKNHPFFEE56CA,高雄市
岡山區,房地(土地+建物)+車位,高雄市岡山區勵志路91~120號,36.63,住,,,1090313,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950512.0,185.39,3,2,2,有,無,6680000,36032.0,坡道平面,0.0,0,,RPUNMLTLMHPFFFE96CA,高雄市
鳳山區,房地(土地+建物)+車位,高雄市鳳山區新富路228巷1~30號,19.44,住,,,1090327,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900610.0,173.88,3,2,2,有,有,7200000,41408.0,坡道機械,0.0,0,,RPWNMLLKNHPFFGE09CA,高雄市
鳳山區,房地(土地+建物),高雄市鳳山區經武路241~270號,20.17,住,,,1090322,土地2建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830112.0,150.74,4,2,2,有,有,5600000,37150.0,,0.0,0,,RPTPMLSKNHPFFGE07CA,高雄市
鳥松區,房地(土地+建物),高雄市鳥松區松埔北巷1~30號,15.99,,鄉村區,乙種建築用地,1090406,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860204.0,126.22,3,2,2,有,有,3580000,28363.0,,0.0,0,,RPXNMLSLMHPFFIE47CA,高雄市
大寮區,房地(土地+建物),高雄市大寮區大智街15巷31~60號,17.84,住,,,1090314,土地4建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830803.0,144.87,4,2,2,有,有,2700000,18637.0,,0.0,0,,RPROMLRLMHPFFLE17CA,高雄市
前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華三路181~210號,13.52,商,,,1090301,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960109.0,151.75,3,2,2,有,有,9495000,62570.0,坡道平面,0.0,0,,RPPNMLLLMHPFFCE28CD,高雄市
左營區,房地(土地+建物),高雄市左營區先勝路91~120號,13.22,住,,,1090215,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960402.0,125.5,3,2,2,有,有,6500000,51793.0,,0.0,0,,RPRNMLLLMHPFFEE68CD,高雄市
大樹區,房地(土地+建物)+車位,高雄市大樹區九大路151~180號,15.16,住,,,1090409,土地1建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850426.0,138.04000000000002,4,2,2,有,有,3150000,22819.0,坡道機械,0.0,0,,RPQNMLPKNHPFFGE88CA,高雄市
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳南路1~30號,10.96,住,,,1090411,土地1建物1車位1,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850705.0,135.57999999999998,4,2,2,有,有,4880000,35994.0,坡道機械,0.0,500000,,RPQOMLPJNHPFFGE88CA,高雄市
鳳山區,房地(土地+建物),高雄市鳳山區文衡路271~300號,13.5,住,,,1090407,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811130.0,113.02,3,2,2,有,有,4200000,37162.0,,0.0,0,,RPUOMLOJNHPFFGE56CA,高雄市
鳳山區,房地(土地+建物),高雄市鳳山區南華路151~180號,9.82,商,,,1090317,土地1建物1車位0,十四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850515.0,135.07999999999998,4,2,2,有,有,5600000,41457.0,,0.0,0,,RPRNMLOJNHPFFGE78CA,高雄市
岡山區,房地(土地+建物),高雄市岡山區勵志二路61~90號,34.48,住,,,1090328,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950512.0,173.74,3,2,2,有,有,6460000,37182.0,,0.0,0,所有權人有兩人，各1/2  有ㄧ停車位，僅有使用權,RPVNMLOJNHPFFFE09CA,高雄市
楠梓區,房地(土地+建物),高雄市楠梓區德賢路555巷1~30號,10.74,住,,,1090304,土地1建物1車位0,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851028.0,149.14,4,2,2,有,無,4950000,33190.0,,0.0,0,,RPUOMLRLNHPFFEE86CA,高雄市
楠梓區,房地(土地+建物)+車位,高雄市楠梓區榮新街1~30號,10.94,住,,,1090325,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970917.0,106.52,2,2,1,有,有,4600000,43184.0,坡道平面,23.23,0,,RPPNMLPLNHPFFEE68CA,高雄市
左營區,房地(土地+建物),高雄市左營區富民路331~360號,7.25,商,,,1090324,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,920811.0,73.66,2,2,1,有,有,5000000,67879.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOPMLPKNHPFFEE68CA,高雄市
左營區,房地(土地+建物)+車位,高雄市左營區文川路211~240號,8.3,商,,,1090326,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030716.0,98.69,2,1,1,有,有,6450000,63469.0,升降機械,9.67,800000,,RPXOMLSJNHPFFEE07CA,高雄市
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路1~30號,16.49,住,,,1090228,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031128.0,234.97,3,2,2,有,有,14600000,62136.0,坡道平面,19.55,0,,RPTOMLLKNHPFFEE68CA,高雄市
左營區,房地(土地+建物)+車位,高雄市左營區介壽路221巷61~90號,31.15,住,,,1090327,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000916.0,166.51999999999995,4,2,2,有,有,7500000,45040.0,坡道平面,16.06,0,,RPSOMLQJNHPFFEE98CA,高雄市
楠梓區,房地(土地+建物),高雄市楠梓區德民路356巷60弄1~30號,13.32,住,,,1090313,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820311.0,80.30000000000003,3,2,2,有,有,2000000,24907.0,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等買賣.,RPPQMLTLMHPFFEE66CA,高雄市
三民區,房地(土地+建物),高雄市三民區慶雲街91~120號,9.48,商,,,1090327,土地1建物1車位0,三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841219.0,158.09,4,2,2,有,有,5800000,36688.0,,0.0,0,,RPPPMLLKNHPFFDE28CA,高雄市
三民區,房地(土地+建物),高雄市三民區同盟三路271~300號,8.72,住,,,1090320,土地1建物1車位0,六層，電梯樓梯間,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830728.0,123.53,3,2,2,有,有,5000000,40476.0,,0.0,0,,RPROMLRJNHPFFDE88CA,高雄市
三民區,房地(土地+建物)+車位,高雄市三民區明仁路1~30號,16.52,住,,,1090315,土地3建物2車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831103.0,139.85,3,2,1,有,有,6770000,48406.0,坡道平面,0.0,0,,RPTNMLOJNHPFFDE68CA,高雄市
三民區,房地(土地+建物)+車位,高雄市三民區鼎貴路62巷31~60號,19.01,住,,,1090323,土地1建物1車位1,七層，電梯樓梯間,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830809.0,124.62,3,2,2,有,有,5450000,43733.0,坡道機械,0.0,0,停車位使用權利證明書,RPXOMLTLMHPFFDE17CA,高雄市
三民區,房地(土地+建物),高雄市三民區建安街43巷1~30號,11.19,商,,,1090413,土地1建物1車位0,八層，電梯樓梯間,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831004.0,146.5,4,2,2,有,有,5000000,34130.0,,0.0,0,,RPPPMLTLMHPFFDE09CA,高雄市
三民區,房地(土地+建物)+車位,高雄市三民區建武路76巷1~30號,9.86,商,,,1090322,土地2建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870122.0,119.51,3,2,2,有,有,2800000,23429.0,坡道機械,14.83,0,,RPUNMLLJNHPFFDE48CA,高雄市
前鎮區,房地(土地+建物),高雄市前鎮區中華五路1007巷1~30號,24.51,住,,,1090320,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910619.0,143.60000000000005,4,2,2,有,無,7180000,50000.0,,0.0,0,,RPSOMLOJNHPFFCE58CA,高雄市
苓雅區,房地(土地+建物),高雄市苓雅區光明街61~90號,5.35,商,,,1090408,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960515.0,61.540000000000006,3,2,2,有,有,3800000,61748.0,,0.0,0,含增建或未登記建物。;陽台外推,RPQNMLMKNHPFFBE08CA,高雄市
前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華三路241~270號,13.81,商,,,1090404,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,951121.0,158.0,3,2,2,有,有,10250000,64873.0,坡道機械,10.18,0,,RPWNMLSLMHPFFCE76CA,高雄市
鼓山區,房地(土地+建物),高雄市鼓山區美術北一街91~120號,10.01,商,,,1090331,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950209.0,110.34,2,2,1,有,有,6100000,55284.0,,0.0,0,,RPQNMLPKNHPFFAE28CA,高雄市
前金區,房地(土地+建物)+車位,高雄市前金區市中一路91~120號,8.39,商,,,1090225,土地1建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910618.0,141.07999999999996,3,1,1,有,有,6500000,46073.0,坡道平面,0.0,0,,RPXNMLLLNHPFFAE68CA,高雄市
新興區,房地(土地+建物),高雄市新興區七賢一路241~270號,12.5,商,,,1090303,土地1建物1車位0,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871014.0,181.53,4,2,2,有,有,8800000,48477.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSPMLSLMHPFFBE09CA,高雄市
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1771~1800號,23.3,商,,,1090313,土地1建物1車位2,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613.0,366.57,4,2,3,有,有,31050000,84704.0,坡道平面,35.96,0,,RPPNMLMKNHPFFAE87CA,高雄市
鼓山區,房地(土地+建物),高雄市鼓山區美術南二路151~180號,10.29,住,,,1090322,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950327.0,79.81,2,1,1,有,有,5200000,65155.0,,0.0,0,含家具家電,RPPOMLQJNHPFFAE28CA,高雄市
鼓山區,房地(土地+建物)+車位,高雄市鼓山區昌盛路1~30號,10.28,商,,,1090412,土地1建物1車位1,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841106.0,132.72,3,2,2,有,有,7160000,53948.0,坡道平面,0.0,0,,RPXNMLTLMHPFFAE76CA,高雄市
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術館路151~180號,30.35,住,,,1090323,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950505.0,214.26,4,2,2,有,有,17580000,82050.0,坡道平面,25.27,0,,RPWNMLSLMHPFFAE56CA,高雄市
前金區,房地(土地+建物)+車位,高雄市前金區民生二路31~60號,29.5,商,,,1090421,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960508.0,413.05,4,2,3,有,有,32000000,77472.0,坡道平面,49.98,0,親友、員工或其他特殊關係間之交易。;,RPSNMLTLMHPFFAE88CA,高雄市
前金區,房地(土地+建物)+車位,高雄市前金區市中一路211~240號,36.74,商,,,1090218,土地2建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970103.0,281.9,3,2,2,有,有,14600000,51791.0,坡道平面,73.9,0,親友、員工或其他特殊關係間之交易。;,RPPNMLKMMHPFFAE77CA,高雄市
前金區,房地(土地+建物)+車位,高雄市前金區七賢二路151~180號,3.8,商,,,1090403,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851002.0,55.67,1,1,1,有,有,2800000,50296.0,升降機械,0.0,0,,RPOOMLKMMHPFFAE77CA,高雄市
前金區,房地(土地+建物),高雄市前金區允文街31~60號,3.48,商,,,1090413,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940624.0,45.53,1,1,1,有,有,2160000,47441.0,,0.0,0,,RPTOMLTLMHPFFAE09CA,高雄市
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路1~30號,14.55,商,,,1090321,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001007.0,159.79000000000005,3,2,2,有,有,12000000,75099.0,升降機械,5.4,0,,RPPNMLMJNHPFFAE77CA,高雄市
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路361~390號,20.63,住,,,1090326,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030212.0,226.37,3,2,2,有,有,17100000,78117.0,坡道平面,30.51,1800000,,RPUNMLSJNHPFFAE88CA,高雄市
鼓山區,房地(土地+建物),高雄市鼓山區龍水里河西一路1441~1470號,12.32,住,,,1090401,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960510.0,82.33,2,2,1,有,有,4500000,54658.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLNKNHPFFAE08CA,高雄市
苓雅區,房地(土地+建物)+車位,高雄市苓雅區新田路361~390號,21.0,商,,,1090317,土地2建物1車位2,十層,四十一層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1020916.0,400.93,3,2,3,有,有,39900000,100372.0,坡道平面,38.28,3500000,,RPWOMLPJNHPFFBE98CA,高雄市
苓雅區,房地(土地+建物)+車位,高雄市苓雅區光華一路301~330號,4.35,商,,,1090403,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860709.0,49.86,1,2,1,有,有,2680000,53751.0,升降機械,0.0,0,,RPQOMLKMMHPFFBE08CA,高雄市
苓雅區,房地(土地+建物)+車位,高雄市苓雅區建民路151~180號,5.47,住,,,1090319,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900829.0,60.86,3,2,2,有,無,3380000,55537.0,其他,0.0,0,,RPTNMLOKNHPFFBE58CA,高雄市
前鎮區,房地(土地+建物),高雄市前鎮區民權二路61~90號,10.64,住,,,1090417,土地2建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,780510.0,88.55,2,1,1,有,有,3680000,41558.0,,0.0,0,,RPPOMLQJNHPFFCE48CA,高雄市
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中山二路1~30號,7.71,商,,,1090409,土地2建物1車位1,二十層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861105.0,169.92000000000004,3,2,2,有,有,7000000,41196.0,升降機械,0.0,0,,RPQNMLOJNHPFFCE28CA,高雄市
