鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
鹽埕區,建物,高雄市鹽埕區七賢三路241~270號,0.0,,,,1090330,土地0建物1車位0,十一層,十六層,套房(1房1廳1衛),,鋼筋混凝土造,0750217,48.23,0,0,0,無,有,500000,10367,,0.0,0,買清，所有稅費由出賣人負擔。,RPPPMLLLMHPFFAE97CA
前金區,房地(土地+建物)+車位,高雄市前金區光復一街1~30號,17.99,商,,,1080422,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970620,215.26000000000002,4,2,2,有,有,10000000,46455,坡道機械,0.0,0,,RPSNMLOLMHPFFAE38CA
鼓山區,房地(土地+建物),高雄市鼓山區明華路331~360號,12.96,住,,,1090326,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950519,115.65,3,2,2,有,有,6500000,56204,,0.0,0,,RPWOMLOLMHPFFAE88CA
鼓山區,房地(土地+建物),高雄市鼓山區裕興路115巷1~30號,96.73,住,,,1090306,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0860820,273.72,5,3,5,有,無,17200000,62838,,0.0,0,含增建或未登記建物。;,RPSNMLRLMHPFFAE68CA
鼓山區,房地(土地+建物),高雄市鼓山區美術東六街211~240號,9.54,商,,,1090326,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930224,89.47,2,2,1,有,有,5100000,57002,,0.0,0,,RPWNMLQJNHPFFAE88CA
前金區,房地(土地+建物)+車位,高雄市前金區民生二路61~90號,16.63,商,,,1090131,土地1建物1車位2,七層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1090110,371.24,3,2,2,有,有,33280000,98000,坡道平面,63.28,3100000,,RPTOMLPKNHPFFAE68CA
前金區,房地(土地+建物)+車位,高雄市前金區民生二路61~90號,15.54,商,,,1050405,土地1建物1車位2,二十一層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1090110,331.38,3,2,2,有,有,33800000,114417,坡道平面,66.56,3500000,,RPVOMLPKNHPFFAE88CA
前金區,房地(土地+建物)+車位,高雄市前金區民生二路61~90號,17.12,商,,,1090204,土地1建物1車位2,十二層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1090110,377.79999999999995,3,2,2,有,有,36500000,108780,坡道平面,69.84,3000000,,RPWOMLPKNHPFFAE98CA
前金區,房地(土地+建物)+車位,高雄市前金區民生二路61~90號,14.72,商,,,1070310,土地1建物1車位1,二十層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1090110,330.12,3,2,2,有,有,35000000,112127,坡道平面,34.92,1900000,,RPXOMLPKNHPFFAE09CA
前金區,房地(土地+建物)+車位,高雄市前金區民生二路61~90號,16.87,商,,,1050405,土地1建物1車位2,十九層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1090110,361.76,3,2,2,有,有,36600000,115176,坡道平面,66.56,2600000,,RPPNMLSKNHPFFAE48CA
鼓山區,房地(土地+建物),高雄市鼓山區鼓山三路211~240號,39.57,住,,,1090314,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0760911,149.08,3,2,2,有,無,4360000,29246,,0.0,0,含增建或未登記建物。;,RPROMLTLNHPFFAE98CA
苓雅區,房地(土地+建物),高雄市苓雅區自強三路151~180號,4.36,商,,,1090314,土地1建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970919,48.349999999999994,1,1,1,有,有,3230000,66805,,0.0,0,,RPOPMLLLMHPFFBE97CA
苓雅區,房地(土地+建物),高雄市苓雅區渤海街1~30號,13.51,商,,,1090317,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0710227,131.58,4,2,3,有,有,6300000,47880,,0.0,0,,RPTOMLMLMHPFFBE48CA
苓雅區,房地(土地+建物),高雄市苓雅區復興二路49巷1~30號,46.0,商,,,1090306,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0570327,68.93,0,2,2,有,無,6500000,94299,,0.0,0,含增建或未登記建物。;,RPTNMLNLMHPFFBE48CA
苓雅區,房地(土地+建物),高雄市苓雅區永定街151~180號,28.57,住,,,1090314,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,0701014,109.69,6,0,6,有,有,5100000,46495,,0.0,0,,RPUNMLNLMHPFFBE58CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路31~60號,14.2,住,,,1090310,土地1建物1車位1,十二層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860430,337.27,4,2,3,有,有,18500000,54852,坡道平面,14.82,0,,RPOPMLNLMHPFFBE18CA
新興區,房地(土地+建物),高雄市新興區民主橫路41巷31~60號,61.0,商,,,1090330,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0660624,131.42,4,2,3,有,無,5158687,39253,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLOLMHPFFBE18CA
苓雅區,房地(土地+建物),高雄市苓雅區苓中路151~180號,7.37,住,,,1090318,土地2建物1車位0,九層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830615,53.86,1,1,1,有,有,3000000,55700,,0.0,0,親友、員工或其他特殊關係間之交易。;二等親買賣,RPRNMLRLMHPFFBE68CA
苓雅區,房地(土地+建物),高雄市苓雅區身修路31~60號,9.96,住,,,1090227,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081119,91.19,2,2,1,有,有,6350000,69635,,0.0,0,,RPWNMLRLMHPFFBE56CA
新興區,房地(土地+建物),高雄市新興區復興一路1~30號,2.15,商,,,1090330,土地2建物1車位0,十二層,十二層,套房(1房1廳1衛),,鋼筋混凝土造,0690610,15.66,1,1,1,有,有,400000,25543,,0.0,0,,RPPOMLSLMHPFFBE68CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區身修路61~90號,22.48,住,,,1090222,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081119,177.93,3,2,2,有,有,12500000,71734,坡道平面,28.07,1750000,含裝潢,RPSNMLSLMHPFFBE88CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區身修路61~90號,16.22,住,,,1090304,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081119,122.8,2,2,1,有,有,8700000,73366,坡道平面,28.07,1750000,含裝潢,RPTNMLSLMHPFFBE98CA
新興區,房地(土地+建物),高雄市新興區八德一路181~210號,3.62,商,,,1090223,土地1建物1車位0,三層,十二層,套房(1房1廳1衛),,鋼筋混凝土造,0700509,23.94,1,1,1,有,有,700000,29240,,0.0,0,,RPQOMLTLMHPFFBE88CA
新興區,土地,新興段四小段421~450地號,5.0,商,,,1090409,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,605000,121000,,0.0,0,,RPSNMLMJNHPFFBE18CA
苓雅區,房地(土地+建物),高雄市苓雅區林森二路91~120號,96.0,商,,,1090311,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,0581205,268.95,3,2,3,有,無,34000000,126418,,0.0,0,含增建或未登記建物。;含頂樓。賣方已折讓價金予買方，雙方同意房屋現況點交。,RPOOMLPJNHPFFBE18CA
前鎮區,房地(土地+建物),高雄市前鎮區廣西路1巷1~30號,26.08,住,,,1090329,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0700326,78.2,3,2,1,有,無,2200000,28133,,0.0,0,,RPWNMLMLMHPFFCE78CA
小港區,房地(土地+建物),高雄市小港區廠前路1~30號,24.35,住,,,1090410,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690714,62.96,3,1,2,有,無,2400000,38119,,0.0,0,,RPQOMLMLMHPFFCE28CA
小港區,房地(土地+建物),高雄市小港區宏光街331~360號,29.98,住,,,1090317,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0860418,135.94,3,2,2,有,無,4500000,33103,,0.0,0,,RPQNMLNLMHPFFCE28CA
前鎮區,房地(土地+建物),高雄市前鎮區少康街1~30號,59.0,住,,,1090205,土地1建物1車位0,全,四層,透天厝,,鋼筋混凝土造,0760402,196.37,5,2,4,有,無,12600000,64165,,0.0,0,,RPRNMLOLMHPFFCE48CA
小港區,房地(土地+建物)+車位,高雄市小港區廈莊三街91~120號,13.22,商,,,1090407,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030407,150.02,3,2,2,有,有,6900000,45994,坡道平面,17.32,0,,RPOOMLOLMHPFFCE28CA
前鎮區,房地(土地+建物),高雄市前鎮區文橫三路31~60號,3.76,商,,,1090409,土地1建物1車位0,六層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860227,33.83,0,0,0,無,有,2000000,59119,,0.0,0,,RPXOMLOLMHPFFCE56CA
小港區,房地(土地+建物),高雄市小港區鳳陽街33巷1~30號,88.94,住,,,1090409,土地1建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1090115,189.47,5,1,4,有,無,15000000,79168,,0.0,0,,RPQNMLQLMHPFFCE58CA
小港區,房地(土地+建物),高雄市小港區鳳德街121~150號,88.4,住,,,1090409,土地1建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1090115,189.47,5,1,4,有,無,15300000,80752,,0.0,0,,RPRNMLQLMHPFFCE68CA
前鎮區,土地,瑞隆段四小段1~30地號,128.0,其他,,,1090314,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1420000,11094,,0.0,0,包含公共設施保留地之交易。;,RPUNMLRLMHPFFCE09CA
前鎮區,房地(土地+建物),高雄市前鎮區瑞和街270巷1~30號,59.0,住,,,1090312,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0600510,89.12,3,2,3,有,無,6450000,72374,,0.0,0,,RPTNMLTLMHPFFCE56CA
小港區,房地(土地+建物),高雄市小港區信義二路1~30號,41.87,住,,,1090320,土地1建物1車位0,一層，二層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0790326,136.28,3,2,2,有,無,4850000,35588,,0.0,0,含增建或未登記建物。;,RPTNMLPJNHPFFCE68CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區隆昌街31~60號,16.69,住,,,1090329,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861006,136.75,3,2,2,有,有,5850000,42779,坡道平面,0.0,0,,RPPOMLNKNHPFFCE28CA
小港區,房地(土地+建物),高雄市小港區小港路90巷3弄1~30號,32.5,商,,,1090319,土地1建物1車位0,一層，二層，騎樓,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0711209,81.04,4,2,2,有,無,3600000,44423,,0.0,0,,RPPNMLSKNHPFFCE68CA
小港區,土地,二橋段1291~1320地號,3271.0,工,,,1081219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,123684688,37813,,0.0,0,含未保存登記地上建物,RPQOMLSKNHPFFCE88CA
三民區,房地(土地+建物)+車位,高雄市三民區九如一路361~390號,17.87,商,,,1090321,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831123,208.31,4,2,2,有,有,8750000,42005,坡道平面,0.0,0,,RPOOMLMLMHPFFDE18CA
三民區,房地(土地+建物),高雄市三民區大連街361~390號,4.44,住,,,1090318,土地1建物1車位0,十一層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970116,36.91,1,1,1,有,有,2700000,73151,,0.0,0,含增建或未登記建物。;,RPQOMLMLMHPFFDE38CA
三民區,房地(土地+建物),高雄市三民區宣化街31~60號,69.0,住,,,1090307,土地1建物1車位0,全,四層,透天厝,,鋼筋混凝土造,0730525,194.7,3,2,4,有,無,13800000,70878,,0.0,0,含增建或未登記建物。;,RPXOMLMLMHPFFDE09CA
三民區,房地(土地+建物)+車位,高雄市三民區興隆街61~90號,7.59,商,,,1090323,土地1建物1車位1,十八層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890412,104.34,2,1,1,有,有,5210000,49933,坡道平面,0.0,0,,RPPNMLNLMHPFFDE28CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎新路61~90號,18.02,住,,,1090317,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930804,136.51999999999998,3,2,1,有,有,6500000,47612,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLLLMHPFFDE88CA
三民區,房地(土地+建物)+車位,高雄市三民區博愛一路271~300號,42.0,商,,,1090406,土地2建物1車位1,六層，電梯樓梯間,十二層,辦公商業大樓,,鋼筋混凝土造,0781115,527.01,0,0,0,無,有,19080000,36204,坡道機械,0.0,0,,RPUNMLMLMHPFFDE68CA
三民區,房地(土地+建物),高雄市三民區民族一路811~840號,10.08,住,,,1090319,土地1建物1車位0,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,126.87,4,2,2,有,有,5300000,41775,,0.0,0,,RPWOMLNLMHPFFDE09CA
三民區,房地(土地+建物),高雄市三民區九如一路841~870號,21.87,住,,,1090330,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0671216,69.75,3,2,1,有,無,2800000,40143,,0.0,0,,RPVNMLRLMHPFFDE66CA
三民區,房地(土地+建物),高雄市三民區大豐二路361~390號,4.72,商,,,1090407,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870106,66.71,2,1,1,有,有,2800000,41973,,0.0,0,,RPRNMLPLMHPFFDE68CA
三民區,房地(土地+建物),高雄市三民區大順二路151~180號,26.51,商,,,1090309,土地1建物1車位0,五層，地下層,六層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0710909,185.5,2,1,1,有,無,3150000,16981,,0.0,0,,RPPOMLSLMHPFFDE88CA
三民區,房地(土地+建物),高雄市三民區澄明街271~300號,23.8,住,,,1090323,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0750321,108.32000000000001,3,2,2,有,無,3200000,29542,,0.0,0,含增建或未登記建物。;,RPOPMLKMMHPFFDE18CA
三民區,房地(土地+建物)+車位,高雄市三民區民族巷31~60號,11.04,商,,,1090317,土地1建物1車位1,二十七層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1071031,180.06,3,2,2,有,有,12700000,70532,坡道平面,37.64,0,,RPQQMLOJNHPFFDE68CA
三民區,房地(土地+建物),高雄市三民區民族巷31~60號,9.44,商,,,1090326,土地1建物1車位0,六層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1071031,120.22,3,2,2,有,有,7800000,64881,,0.0,0,,RPRQMLOJNHPFFDE78CA
三民區,房地(土地+建物)+車位,高雄市三民區民族巷31~60號,11.04,商,,,1090221,土地1建物1車位1,二十三層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1071031,178.13,3,2,2,有,有,12490000,70117,坡道平面,35.71,0,,RPRNMLPJNHPFFDE58CA
三民區,房地(土地+建物)+車位,高雄市三民區河堤路481~510號,19.95,住,,,1090410,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860709,193.6,4,2,2,有,有,10600000,54752,坡道平面,19.57,0,,RPUOMLPJNHPFFDE98CA
三民區,房地(土地+建物),高雄市三民區九如一路95巷1~30號,31.8,商,,,1090320,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730307,89.35,8,8,8,有,無,6500000,72748,,0.0,0,含增建或未登記建物。;共8房8廳8衛套房，包含家具家電等現況交屋頂樓有加蓋,RPQNMLKKNHPFFDE08CA
左營區,房地(土地+建物)+車位,高雄市左營區重義路1~30號,20.43,商,,,1090318,土地1建物2車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010530,225.09,3,2,2,有,有,14280000,63863,坡道平面,69.13,4320000,,RPPNMLMLMHPFFEE28CA
左營區,房地(土地+建物)+車位,高雄市左營區崇德路331~360號,11.12,商,,,1090321,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830910,152.92,3,2,2,有,無,6700000,43814,坡道平面,0.0,0,,RPQNMLMLMHPFFEE38CA
楠梓區,房地(土地+建物),高雄市楠梓區大學二十二街181~210號,140.97,住,,,1081219,土地1建物1車位0,全,五層,透天厝,見其它登記事項,見其它登記事項,1060323,412.77,4,2,6,有,無,27500000,66623,,0.0,0,,RPTNMLMLMHPFFEE68CA
左營區,土地,新庄段五小段1411~1440地號,70.95,其他,,,1090401,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1486884,20957,,0.0,0,包含公共設施保留地之交易。;,RPVNMLMLMHPFFEE88CA
左營區,房地(土地+建物)+車位,高雄市左營區博愛二路422巷1~30號,10.98,住,,,1090310,土地1建物1車位1,二十一層，二十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870217,144.63,4,2,2,有,有,9000000,62228,升降機械,9.96,0,含增建或未登記建物。;,RPTOMLMLMHPFFEE78CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區加昌路61~90號,18.89,住,,,1090214,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1041112,188.51999999999998,4,2,2,有,有,11000000,56353,坡道平面,17.81,1380000,總價含裝潢.,RPXNMLNLMHPFFEE56CA
左營區,房地(土地+建物),高雄市左營區重吉路31~60號,78.0,住,,,1090326,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,0671120,162.03,4,2,3,有,無,11500000,70975,,0.0,0,,RPOQMLNLMHPFFEE58CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德豐街151~180號,20.95,住,,,1090319,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011123,147.93,3,2,2,有,有,7100000,47996,坡道平面,0.0,0,附家電傢俱。自交屋起6個月內，標的物若有滲漏水之情事由賣方負責修繕，但買方裝修導致者不在此限。,RPXNMLRLMHPFFEE96CA
左營區,房地(土地+建物),高雄市左營區後昌路691~720號,78.0,商,,,1090406,土地1建物1車位0,全,二層,透天厝,,加強磚造,0630926,117.15,2,2,2,有,無,13900000,118651,,0.0,0,,RPSNMLRLMHPFFEE09CA
左營區,房地(土地+建物)+車位,高雄市左營區榮總路223巷1~30號,10.23,住,,,1090307,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870629,135.13,2,2,2,有,有,5550000,41072,坡道平面,15.34,0,,RPRNMLKMMHPFFEE38CA
楠梓區,土地,和平段五小段181~210地號,74.0,住,,,1090310,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,54054,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLKMMHPFFEE98CA
楠梓區,房地(土地+建物),高雄市楠梓區德民路356巷36弄1~30號,26.62,住,,,1090315,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0701229,86.92,4,0,4,有,無,3600000,41417,,0.0,0,,RPRPMLKMMHPFFEE58CA
左營區,房地(土地+建物)+車位,高雄市左營區文學路399巷31~60號,15.79,住,,,1090315,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840123,108.28999999999999,3,1,2,有,有,3800000,35091,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLRJNHPFFEE09CA
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路331~360號,14.57,住,,,1090308,土地1建物1車位1,十四層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1071108,194.13,3,2,2,有,有,18250000,101345,坡道平面,29.84,1600000,,RPUPMLNKNHPFFEE09CA
左營區,房地(土地+建物)+車位,高雄市左營區文萊路18巷1~30號,26.28,住,,,1090208,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050613,143.86,2,2,1,有,有,11000000,76463,坡道平面,33.06,0,,RPSPMLOKNHPFFEE98CA
左營區,房地(土地+建物),高雄市左營區榮耀街31~60號,24.25,住,,,1090222,土地2建物2車位0,一層，二層,二十二層,店面(店鋪),住商用,見其它登記事項,0880703,320.58,2,2,2,有,無,21000000,65506,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLRLNHPFFEE88CA
岡山區,房地(土地+建物)+車位,高雄市岡山區岡山路91~120號,40.94,住,,,1090322,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950512,206.35000000000002,4,2,2,有,有,7350000,35619,坡道平面,0.0,0,,RPTOMLMLMHPFFFE88CA
岡山區,房地(土地+建物),高雄市岡山區?埔路121~150號,89.4,,鄉村區,乙種建築用地,1090308,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081204,239.27,5,2,5,有,無,11600000,48481,,0.0,0,,RPXNMLSJNHPFFFE07CA
梓官區,房地(土地+建物),高雄市梓官區中正四街91~120號,87.0,住,,,1090322,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1080530,196.74,5,2,5,有,無,11500000,58453,,0.0,0,,RPSNMLPKNHPFFFE98CA
鳳山區,房地(土地+建物),高雄市鳳山區中山東路274巷1~30號,63.0,住,,,1090319,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0621110,75.08,5,2,3,有,無,7100000,94566,,0.0,0,含增建或未登記建物。;,RPTOMLLLMHPFFGE88CA
鳳山區,房地(土地+建物),高雄市鳳山區過埤路631~660號,12.67,住,,,1090401,土地1建物1車位0,四層,十三層,套房(1房1廳1衛),見其他登記事項,見其他登記事項,1071123,56.72,1,1,1,有,有,2700000,47602,,0.0,0,,RPVNMLMLMHPFFGE09CA
鳳山區,房地(土地+建物),高雄市鳳山區北忠街301巷1~30號,67.0,住,,,1090325,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0690601,63.76,3,2,2,有,無,10200000,159975,,0.0,0,含增建或未登記建物。;全新整理，三人共有,RPSOMLOLMHPFFGE09CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區工協街1~30號,52.25,住,,,1090315,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010502,214.69,4,2,2,有,有,9300000,43318,坡道平面,0.0,0,,RPUOMLOLMHPFFGE66CA
鳳山區,房地(土地+建物),高雄市鳳山區頂新八街31~60號,136.47,住,,,1090313,土地1建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1000320,310.94,5,2,6,有,無,18000000,57889,,0.0,0,,RPUPMLNLMHPFFGE66CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區自治街65巷1~30號,66.73,住,,,1090325,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0950615,117.82,3,2,2,有,無,8500000,72144,坡道平面,0.0,0,,RPPNMLQLMHPFFGE88CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北明街91~120號,17.85,住,,,1080219,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090115,130.84,3,2,2,有,有,9420000,71996,坡道平面,22.1,0,含裝潢,RPPSMLOLMHPFFGE56CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北明街91~120號,11.06,住,,,1080606,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090115,81.28,2,2,1,有,有,5950000,73204,升降機械,13.45,0,含裝潢,RPWSMLOLMHPFFGE27CA
鳳山區,房地(土地+建物),高雄市鳳山區文澄街91~120號,20.37,商,,,1090321,土地1建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830128,124.53,4,2,2,有,有,5850000,46977,,0.0,0,,RPWPMLSLMHPFFGE37CA
鳳山區,房地(土地+建物),高雄市鳳山區鳳甲路511~540號,15.48,住,,,1090404,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900120,80.06,2,2,1,有,有,3800000,47464,,0.0,0,贈與櫥櫃1具，固定燈飾全部，主臥室床1具、衣櫃1具、電視櫃、化?台各1具，客廳原本桌椅1組,RPTNMLKMMHPFFGE78CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北明街91~120號,17.35,住,,,1080310,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090115,126.68,3,2,2,有,有,9020000,71203,坡道平面,22.1,0,含裝潢,RPROMLOJNHPFFGE88CA
鳳山區,土地,新庄子段211~240地號,4.5,商,,,1090407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,172350,38300,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLPJNHPFFGE68CA
鳳山區,房地(土地+建物),高雄市鳳山區武營路84巷6弄1~30號,28.4,住,,,1090311,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700830,76.76,3,1,2,有,無,3200000,41688,,0.0,0,,RPXOMLPJNHPFFGE96CA
鳳山區,房地(土地+建物),高雄市鳳山區文雅東街46巷1~30號,66.0,住,,,1090319,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0610228,72.7,4,1,1,有,無,400000,5502,,0.0,0,親友、員工或其他特殊關係間之交易。;茲因為辦理自用住宅繳納土地增值稅辦理買賣。220萬實屬贈與但買方支付400000元免贈與稅,RPTPMLPJNHPFFGE66CA
鳳山區,房地(土地+建物),高雄市鳳山區建國路三段571~600號,7.27,住,,,1090309,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0980330,85.68,2,2,1,有,有,5000000,58357,,0.0,0,附家電傢俱,RPUOMLQJNHPFFGE76CA
鳳山區,房地(土地+建物),高雄市鳳山區漢慶街149巷1~30號,53.0,住,,,1090302,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0610720,83.25,5,1,3,有,無,5200000,62462,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLRJNHPFFGE56CA
