鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,縣市
前金區,房地(土地+建物)+車位,高雄市前金區河南二路151~180號,26.59,住,,,1090326,土地2建物1車位2,二十三層，二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841219.0,290.86,6,2,3,有,有,13000000,44695.0,坡道機械,0.0,0,,RPPOMLPJNHPFFAE18CA,高雄市
板橋區,房地(土地+建物)+車位,新北市板橋區新站路1~30號,89.77,其他,,,1090315,土地1建物1車位3,四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021227.0,651.21,0,0,0,無,有,93500000,143579.0,坡道平面,111.06,0,,RPOOMLLLMHPFFAF87CA,新北市
板橋區,房地(土地+建物),新北市板橋區懷仁街91~120號,13.0,住,,,1090308,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691027.0,48.36,1,1,1,有,有,5000000,103391.0,,0.0,0,含增建或未登記建物。;,RPSQMLLLMHPFFAF48CA,新北市
板橋區,房地(土地+建物),新北市板橋區民生路三段301~330號,2.44,住,,,1090205,土地1建物2車位0,三十三層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,950914.0,72.28999999999998,3,1,2,有,有,9400000,130032.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLMLMHPFFAF78CA,新北市
板橋區,房地(土地+建物)+車位,新北市板橋區金門街271~300號,17.66,住,,,1090307,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840527.0,127.53,3,2,2,有,有,11400000,89391.0,坡道平面,0.0,0,含增建或未登記建物。;陽台外推增建,RPUOMLMLMHPFFAF58CA,新北市
板橋區,房地(土地+建物)+車位,新北市板橋區漢生東路151~180號,14.8,其他,,,1090310,土地1建物1車位1,二十五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,980403.0,220.02,3,2,2,有,有,42000000,190892.0,坡道平面,31.72,0,含增建或未登記建物。;,RPOPMLMLMHPFFAF08CA,新北市
土城區,土地,員福段121~150地號,2.37,住,,,1061011,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,490000,206751.0,,0.0,0,,RPQPMLMLMHPFFAF28CA,新北市
板橋區,房地(土地+建物),新北市板橋區三民路一段3巷1~30號,25.25,住,,,1090307,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,73.76,2,1,1,有,無,6500000,88124.0,,0.0,0,含增建或未登記建物。;三人共有 前陽台增建,RPTPMLMLMHPFFAF58CA,新北市
板橋區,房地(土地+建物),新北市板橋區龍興街95巷1~30號,29.94,住,,,1090317,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,79.9,3,2,1,有,無,6700000,83855.0,,0.0,0,含增建或未登記建物。;,RPXPMLMLMHPFFAF98CA,新北市
土城區,房地(土地+建物),新北市土城區千歲路3巷6弄1~30號,25.52,住,,,1090325,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730711.0,80.7,3,2,1,有,無,6120000,75836.0,,0.0,0,,RPPQMLMLMHPFFAF28CA,新北市
板橋區,車位,新北市板橋區南雅南路二段91~120號,0.0,,,,1090215,土地0建物0車位1,,,其他,,,,36.97,0,0,0,有,有,2200000,,坡道平面,36.97,2200000,,RPWNMLNLMHPFFAF78CA,新北市
板橋區,土地,江子翠段第三崁小段121~150地號,14.58,其他,,,1090401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3105131,212972.0,,0.0,0,包含公共設施保留地之交易。;,RPROMLNLMHPFFAF38CA,新北市
板橋區,土地,江子翠段第三崁小段121~150地號,6.42,其他,,,1090406,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1366257,212813.0,,0.0,0,包含公共設施保留地之交易。;,RPSOMLNLMHPFFAF48CA,新北市
板橋區,土地,江子翠段第三崁小段121~150地號,14.43,其他,,,1090406,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3073384,212986.0,,0.0,0,包含公共設施保留地之交易。;,RPTOMLNLMHPFFAF58CA,新北市
板橋區,房地(土地+建物),新北市板橋區四川路一段451~480號,21.38,住,,,1090326,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,571231.0,54.02,0,0,0,無,無,5510000,101999.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLPLMHPFFAF48CA,新北市
板橋區,房地(土地+建物),新北市板橋區四川路一段451~480號,27.69,住,,,1090326,土地3建物1車位0,全,三層,透天厝,住商用,加強磚造,580601.0,77.69,0,0,0,無,無,7170000,92290.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLPLMHPFFAF58CA,新北市
板橋區,房地(土地+建物),新北市板橋區文化路一段188巷9弄61~90號,11.08,住,,,1090225,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,27.09,4,1,1,有,無,3000000,110742.0,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPPSMLRLMHPFFAF98CA,新北市
土城區,房地(土地+建物)+車位,新北市土城區學士路361~390號,24.85,住,,,1090315,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080718.0,164.93,3,2,2,有,有,18600000,112775.0,坡道平面,33.69,0,,RPXNMLSLMHPFFAF76CA,新北市
土城區,房地(土地+建物),新北市土城區中央路四段410巷1~30號,19.98,住,,,1090309,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831213.0,115.84,3,2,2,有,無,9200000,79420.0,,0.0,0,,RPXOMLTLMHPFFAF96CA,新北市
板橋區,房地(土地+建物),新北市板橋區縣民大道三段121巷9弄1~30號,32.25,住,,,1090319,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661114.0,78.3,3,2,2,有,無,9700000,123883.0,,0.0,0,含增建或未登記建物。;,RPWPMLTLMHPFFAF96CA,新北市
板橋區,房地(土地+建物),新北市板橋區中山路一段50巷31~60號,14.72,商,,,1090315,土地2建物1車位0,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860314.0,100.89,2,2,1,有,有,14000000,138765.0,,0.0,0,,RPSSMLTLMHPFFAF86CA,新北市
板橋區,車位,新北市板橋區貴興路1~30號,0.26,住,,,1080825,土地0建物0車位1,,,其他,,,,41.68,0,0,0,有,有,2500000,,坡道平面,41.68,2500000,"1.單獨車位交易。2.土地款:1,700,000元、建物款:800,000元、",RPVQMLKMMHPFFAF78CA,新北市
板橋區,房地(土地+建物),新北市板橋區大明街20巷31~60號,17.25,住,,,1090320,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,46.2,1,1,1,有,無,6800000,147186.0,,0.0,0,,RPRRMLKMMHPFFAF48CA,新北市
板橋區,房地(土地+建物),新北市板橋區國泰街25巷1~30號,28.54,商,,,1090310,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770817.0,123.23,4,2,2,有,無,12500000,101436.0,,0.0,0,,RPSQMLLJNHPFFAF38CA,新北市
土城區,房地(土地+建物),新北市土城區學享街83巷1~30號,30.03,住,,,1090331,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730207.0,83.6,3,1,1,有,無,7200000,86124.0,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPOOMLPJNHPFFAF18CA,新北市
板橋區,房地(土地+建物),新北市板橋區篤行路二段31巷1~30號,28.77,住,,,1090313,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,88.29,3,2,1,有,無,6200000,70223.0,,0.0,0,含增建或未登記建物。;,RPVRMLRJNHPFFAF76CA,新北市
板橋區,房地(土地+建物),新北市板橋區大觀路二段174巷186弄1~30號,17.89,住,,,1090312,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681108.0,81.6,2,2,1,有,無,5500000,67402.0,,0.0,0,,RPOTMLRJNHPFFAF88CA,新北市
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路511~540號,19.62,住,,,1080808,土地1建物1車位1,八層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081226.0,131.14,0,0,0,無,有,14740000,134291.0,坡道平面,34.41,1750000,本案為108年8月之預售屋交易,RPXRMLSJNHPFFAF07CA,新北市
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路511~540號,13.9,住,,,1080215,土地1建物1車位1,七層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081226.0,102.28,0,0,0,無,有,11070000,137321.0,坡道平面,34.41,1750000,本案為108年2月之預售屋交易,RPRTMLSJNHPFFAF66CA,新北市
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路481~510號,19.88,住,,,1080821,土地1建物1車位1,十二層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081226.0,132.43,0,0,0,無,有,15070000,135381.0,坡道平面,34.41,1800000,本案為108年8月之預售屋交易,RPOUMLSJNHPFFAF09CA,新北市
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路481~510號,26.16,住,,,1081003,土地1建物1車位1,十六層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081226.0,164.06,0,0,0,無,有,19540000,136059.0,坡道平面,34.41,1900000,本案為108年10月之預售屋交易,RPQUMLSJNHPFFAF66CA,新北市
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路511~540號,26.16,住,,,1080904,土地1建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081226.0,164.06,0,0,0,無,有,19130000,133282.0,坡道平面,34.41,1850000,本案為108年9月之預售屋交易,RPSUMLSJNHPFFAF86CA,新北市
板橋區,房地(土地+建物),新北市板橋區中正路151~180號,21.33,住,,,1090315,土地1建物1車位0,三層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1080509.0,196.49,3,2,1,有,有,31000000,157769.0,,0.0,0,,RPVQMLLKNHPFFAF78CA,新北市
土城區,房地(土地+建物)+車位,新北市土城區明德路一段93巷1~30號,13.62,商,,,1090308,土地1建物1車位1,二十二層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080603.0,119.98,2,2,1,有,無,13200000,132663.0,坡道平面,31.41,1450000,,RPWOMLOKNHPFFAF98CA,新北市
土城區,房地(土地+建物),新北市土城區明德路一段93巷1~30號,13.08,商,,,1090328,土地1建物1車位0,二十一層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080603.0,96.34,2,2,1,有,無,13500000,140129.0,,0.0,0,,RPXOMLOKNHPFFAF09CA,新北市
土城區,房地(土地+建物)+車位,新北市土城區明德路一段93巷1~30號,13.62,商,,,1090222,土地1建物1車位1,二十二層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080603.0,119.98,2,2,1,有,無,14120000,143051.0,坡道平面,31.41,1450000,,RPPPMLOKNHPFFAF38CA,新北市
土城區,房地(土地+建物)+車位,新北市土城區中央路二段61巷1~30號,31.0,商,,,1090215,土地1建物1車位1,十六層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061213.0,206.7,4,2,2,有,有,23350000,126275.0,坡道平面,38.02,2050000,,RPQOMLTKNHPFFAF88CA,新北市
土城區,房地(土地+建物)+車位,新北市土城區中央路二段61巷1~30號,23.31,商,,,1090307,土地1建物1車位1,十七層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061213.0,163.45,3,2,2,有,有,18480000,130989.0,坡道平面,38.02,2050000,,RPSOMLTKNHPFFAF09CA,新北市
土城區,土地,明德段1~30地號,25.69,住,,,1090323,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6000000,233554.0,,0.0,0,,RPVQMLTKNHPFFAF96CA,新北市
板橋區,房地(土地+建物),新北市板橋區中山路二段391~420號,7.09,工,,,1090328,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960907.0,77.08,2,2,1,有,有,10000000,129735.0,,0.0,0,,RPXUMLTKNHPFFAF57CA,新北市
新莊區,房地(土地+建物),新北市新莊區中華路二段151~180號,7.32,住,,,1090229,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850320.0,47.88,2,2,1,有,有,5700000,119048.0,,0.0,0,含增建或未登記建物。;,RPWQMLLLMHPFFBF98CA,新北市
新莊區,房地(土地+建物),新北市新莊區中港路中慶巷31~60號,45.03,住,,,1090328,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770109.0,141.38,4,2,2,有,無,10900000,77097.0,,0.0,0,,RPORMLLLMHPFFBF28CA,新北市
新莊區,房地(土地+建物),新北市新莊區建安街1~30號,12.6,住,,,1090318,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,801009.0,88.03,2,1,1,有,有,7550000,85766.0,,0.0,0,,RPRRMLLLMHPFFBF58CA,新北市
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段555巷61~90號,35.02,住,,,1090317,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040930.0,217.83,3,2,2,有,有,17230000,79098.0,坡道平面,0.0,0,,RPURMLLLMHPFFBF88CA,新北市
新莊區,房地(土地+建物)+車位,新北市新莊區榮華路二段61~90號,12.57,住,,,1090321,土地1建物1車位1,二十一層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040601.0,98.29,1,1,1,有,有,12050000,122609.0,坡道機械,17.11,0,,RPWRMLLLMHPFFBF09CA,新北市
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段230巷22弄1~30號,21.74,住,,,1090323,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041119.0,127.11,2,1,1,有,有,8900000,70018.0,其他,21.19,0,,RPVSMLLLMHPFFBF09CA,新北市
五股區,房地(土地+建物),新北市五股區成泰路一段189巷9弄1~30號,44.18,住,,,1090326,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670815.0,82.32,3,2,1,有,無,4800000,58309.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVNMLMLMHPFFBF68CA,新北市
新莊區,土地,福營段1~30地號,5.88,商,,,1090410,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,700000,119048.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOQMLMLMHPFFBF28CA,新北市
新莊區,土地,復興段601~630地號,27.08,其他,,,1090407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5187365,191557.0,,0.0,0,,RPUQMLMLMHPFFBF88CA,新北市
泰山區,土地,同榮段1051~1080地號,232.74,其他,,,1090327,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11528674,49535.0,,0.0,0,,RPORMLMLMHPFFBF38CA,新北市
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段361~390號,29.46,住,,,1090406,土地1建物1車位2,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970421.0,230.97000000000003,4,2,2,有,有,17000000,73603.0,坡道平面,56.21,0,含增建或未登記建物。;,RPSRMLMLMHPFFBF78CA,新北市
林口區,土地,建林段421~450地號,143.85,住,,,1090319,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52217400,362999.0,,0.0,0,,RPQNMLNLMHPFFBF28CA,新北市
五股區,房地(土地+建物)+車位,新北市五股區新五路三段271~300號,23.31,商,,,1090313,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080319.0,187.63,3,2,2,有,有,15200000,88534.0,坡道平面,37.97,1950000,,RPWNMLNLMHPFFBF88CA,新北市
林口區,房地(土地+建物)+車位,新北市林口區公園路151~180號,36.39,商,,,1090317,土地1建物1車位2,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000513.0,269.07,4,1,2,有,有,24500000,91054.0,坡道平面,47.74,0,,RPOQMLNLMHPFFBF38CA,新北市
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段601~630號,16.06,商,,,1090315,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080814.0,164.36,2,2,2,有,有,17000000,106376.0,坡道平面,21.47,1800000,,RPTQMLNLMHPFFBF88CA,新北市
新莊區,房地(土地+建物),新北市新莊區中港路417巷1~30號,17.22,商,,,1090121,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951221.0,171.78,4,2,2,有,有,15500000,90232.0,,0.0,0,含增建或未登記建物。,RPQOMLNLMHPFFBF38CA,新北市
新莊區,房地(土地+建物),新北市新莊區中環路二段211~240號,13.84,住,,,1090225,土地1建物1車位0,十九層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071018.0,106.98,2,2,2,有,有,16500000,154234.0,,0.0,0,,RPQPMLNLMHPFFBF48CA,新北市
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段249巷1~30號,17.14,住,,,1090408,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060519.0,146.95,2,2,2,有,有,16000000,108881.0,坡道平面,0.0,0,,RPUOMLOLMHPFFBF88CA,新北市
新莊區,房地(土地+建物),新北市新莊區龍安路69巷31~60號,5.98,住,,,1090401,土地1建物1車位0,五層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061205.0,67.63,1,1,1,有,有,8000000,118291.0,,0.0,0,,RPQPMLOLMHPFFBF58CA,新北市
新莊區,房地(土地+建物),新北市新莊區復興路二段115巷1弄1~30號,22.84,住,,,1090118,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720627.0,76.73,3,2,2,有,無,7500000,97745.0,,0.0,0,含增建或未登記建物。;贈排油煙機.瓦斯爐.熱水器.冷氣X2,RPWOMLRLMHPFFBF76CA,新北市
泰山區,房地(土地+建物),新北市泰山區文程路1~30號,8.88,住,,,1090317,土地3建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941226.0,98.98,2,1,1,有,無,8860000,89513.0,,0.0,0,,RPTQMLRLMHPFFBF66CA,新北市
泰山區,房地(土地+建物),新北市泰山區明志路三段74巷31~60號,19.55,住,,,1090322,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080703.0,72.50999999999998,1,2,1,有,有,7100000,97918.0,,0.0,0,,RPRTMLTLMHPFFBF96CA,新北市
新莊區,房地(土地+建物),新北市新莊區自強街31~60號,16.4,住,,,1090326,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,650210.0,64.4,4,2,2,有,無,5680000,88199.0,,0.0,0,,RPPQMLKMMHPFFBF28CA,新北市
林口區,房地(土地+建物)+車位,新北市林口區忠孝路91~120號,15.15,住,,,1090319,土地1建物1車位1,二十四層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080531.0,147.22,3,2,2,有,有,16580000,118102.0,坡道平面,20.38,1600000,,RPUPMLLJNHPFFBF58CA,新北市
林口區,房地(土地+建物)+車位,新北市林口區文林街75巷61~90號,27.74,住,,,1090319,土地1建物1車位2,二層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071026.0,164.72,2,1,1,有,有,8220000,65570.0,坡道平面,74.13,2280000,,RPRRMLLJNHPFFBF48CA,新北市
新莊區,房地(土地+建物)+車位,新北市新莊區富貴路181~210號,8.85,商,,,1090209,土地1建物1車位1,十三層,十五層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1060317.0,124.01,0,0,0,無,有,13390000,119213.0,坡道平面,33.08,2550000,,RPSOMLOJNHPFFBF58CA,新北市
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段271~300號,33.11,住,,,1090307,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040519.0,152.56,3,2,2,有,有,12000000,78658.0,坡道平面,28.43,0,親友、員工或其他特殊關係間之交易。;,RPVSMLOJNHPFFBF66CA,新北市
新莊區,房地(土地+建物),新北市新莊區中港一街1~30號,26.27,住,,,1090311,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670825.0,86.35,2,2,1,有,無,5400000,62536.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPROMLPJNHPFFBF58CA,新北市
泰山區,房地(土地+建物),新北市泰山區貴陽街1~30號,11.85,工,,,1090314,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,840607.0,104.15,3,2,1,有,有,7600000,72972.0,,0.0,0,,RPXQMLPJNHPFFBF76CA,新北市
五股區,房地(土地+建物)+車位,新北市五股區五權七路1~30號,238.66,,工業區,丁種建築用地,1081114,土地1建物1車位5,一層，二層,八層,廠辦,工業用,鋼筋混凝土造,851016.0,899.73,0,0,0,無,無,69411125,77147.0,坡道平面,0.0,0,建物價款營業稅5%外加,RPTRMLSJNHPFFBF76CA,新北市
五股區,房地(土地+建物)+車位,新北市五股區五權七路1~30號,231.74,,工業區,丁種建築用地,1081114,土地1建物1車位5,一層，二層,八層,廠辦,工業用,鋼筋混凝土造,851016.0,893.9300000000002,0,0,0,無,無,67588875,75609.0,坡道平面,0.0,0,建物價款營業稅5%外加,SPTRMLSJNHPFFBF86CA,新北市
新莊區,房地(土地+建物),新北市新莊區中和街191巷31~60號,11.6,住,,,1090317,土地1建物1車位0,一層，見其他登記事項,八層,店面(店鋪),商業用,鋼筋混凝土造,881115.0,58.34,0,0,0,無,有,9600000,164553.0,,0.0,0,,RPORMLNKNHPFFBF48CA,新北市
五股區,土地,水碓段水碓小段31~60地號,1267.0,,一般農業區,農牧用地,1090318,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,60000000,47356.0,,0.0,0,含增建或未登記建物。;急買急賣。;瑕疵物件之交易。;洪水平原二級管制區土地未登記建物價格935500元,RPUOMLLLNHPFFBF68CA,新北市
林口區,車位,新北市林口區林口路61~90號,4.61,住,,,1090202,土地0建物0車位1,一層,十層,其他,見其他登記事項,鋼筋混凝土造,1050831.0,30.54,0,0,0,有,有,1100000,,坡道平面,30.43,1100000,,RPVPMLOJOHPFFBF09CA,新北市
新店區,房地(土地+建物)+車位,新北市新店區北新路一段121~150號,21.35,住,,,1090331,土地1建物1車位1,十八層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070523.0,222.74,4,2,2,有,有,42000000,213280.0,坡道平面,36.6,2300000,,RPPOMLLLMHPFFCF18CA,新北市
新店區,房地(土地+建物)+車位,新北市新店區櫻花街121~150號,68.42,住,,,1090323,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1080325.0,179.29000000000005,2,2,2,有,有,11000000,70858.0,坡道平面,39.15,1070000,,RPQOMLLLMHPFFCF28CA,新北市
新店區,房地(土地+建物),新北市新店區五?路48巷1~30號,28.6,住,,,1090308,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740115.0,96.19,3,2,1,有,無,11300000,117476.0,,0.0,0,,RPPNMLNLMHPFFCF28CA,新北市
新店區,房地(土地+建物)+車位,新北市新店區安民街1~30號,12.16,住,,,1090323,土地2建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861217.0,101.6,3,2,1,有,有,9800000,96457.0,坡道機械,35.77,0,含增建或未登記建物。;,RPQNMLNLMHPFFCF38CA,新北市
新店區,土地,秀水段571~600地號,137.71,住,,,1090311,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19406093,140920.0,,0.0,0,向政府機關承購之案件。;,RPRNMLNLMHPFFCF48CA,新北市
新店區,房地(土地+建物),新北市新店區安和路三段175巷1~30號,38.39,住,,,1090319,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691101.0,106.66,3,2,1,有,無,7850000,73598.0,,0.0,0,,RPTNMLNLMHPFFCF68CA,新北市
新店區,房地(土地+建物)+車位,新北市新店區中正路61~90號,29.92,住,,,1090406,土地1建物1車位1,六層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1040615.0,331.23,4,2,3,有,有,56500000,177924.0,坡道平面,24.92,2000000,,RPUNMLOLMHPFFCF88CA,新北市
新店區,房地(土地+建物),新北市新店區中正路631~660號,9.65,住,,,1090312,土地1建物1車位0,六層，七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880804.0,80.18,2,1,1,有,有,10000000,124719.0,,0.0,0,,RPWOMLSLMHPFFCF96CA,新北市
坪林區,土地,九芎林段鶯子瀨小段1~30地號,171.33,其他,,,1090327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,124441,726.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPPMLLJNHPFFCF18CA,新北市
金山區,房地(土地+建物),新北市金山區中山路391~420號,23.94,住,,,1090327,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830624.0,131.52,3,2,2,有,無,4500000,34215.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWNMLMLMHPFFDF98CA,新北市
汐止區,房地(土地+建物)+車位,新北市汐止區東勢街201巷163弄31~60號,82.32,,山坡地保育區,丙種建築用地,1090119,土地2建物1車位2,全,三層,透天厝,見其他登記事項,見其他登記事項,1070131.0,255.78,0,0,0,無,有,30880000,142502.0,坡道平面,62.94,3400000,,RPUOMLMLMHPFFDF88CA,新北市
萬里區,土地,翡翠段541~570地號,75.77,農,,,1090401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,250029,3300.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLMLMHPFFDF98CA,新北市
金山區,土地,中角段西勢湖小段1~30地號,296.0,,山坡地保育區,農牧用地,1090408,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,1689.0,,0.0,0,,RPTOMLNLMHPFFDF88CA,新北市
汐止區,房地(土地+建物),新北市汐止區秀峰路109巷1~30號,56.0,住,,,1090321,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,570530.0,87.56,3,2,2,有,無,7800000,89082.0,,0.0,0,,RPRNMLOLMHPFFDF68CA,新北市
